genre, definition
chicha, cumbia lamento danza linda fiesta cari enamorado dulce triste coraz mujer vuelve chica recuerdos negra flor noche perd quieres pobre
children's choir, dulci tannenbaum hliche leise stille himmel gloria alle holy winter sing
children's folk, ants she'll skip polly teddy peanut wheels twinkle goodnight five hush animal goes tree jack sing monkey mary jingle singing
children's music, buckle macdonald alphabet diddle ants twinkle itsy hokey humpty farmer muffin polly hickory teddy apples wheels bingo skip she'll brush
children's story, cinderella frog princess jack snow
chilean indie, canci fuego noche siempre nada casa coraz ojos mejor fiesta nadie agua gran bien esta vivo entre nunca ella hasta
chilean rock, santiago viaje canci tren ngel noche siempre somos algo peque ciudad coraz gran nadie tengo amiga nunca sabes vivo date
chilena, torito chivo abuelo pasito popurri corrido gusto toro ritmo feria mujer flor popurr morenita ojitos recordando cumbia pueblo juan lindo
chill lounge, cafe beach sunset trip flying sunrise smooth floating ocean beauty lazy closer desert dreams garden endless magic shine sunny close
chill r&b, mine stuck maybe friends wait won't sorry talk same late without
chillhop, haze pastel dusty blossom backyard breakfast trees coffee park coconut dusk childhood swim clouds departure lavender smoking jazzy float sunset
chillstep, fade awakening breathe lights journey beyond somewhere hope follow without before through
chillsynth, orbit virtual horizon neon miami arrival sunset ocean infinite crystal waves glass distant memories cosmic beach memory endless future escape
chillwave, memory modern half untitled strange wait soft running before golden body ocean late future dreams through leave won't
chinderlieder, isch hopp alli mond schlaf hans mini frau ganz herr sind jetzt drei wenn zwei alles immer liebe alle eine
chinese hip hop, cypher skit
chinese indie, demo dear
chinese traditional, bamboo moonlit dragon spring flowing asian horse lotus yang autumn melody ancient flying relaxing meditation mountain moonlight water
chiptune, fight super
chopped and screwed, swang southside drank ballin pimp playa grind diamonds freestyle boss cash already hood gangsta bout bitch bounce ghetto flow texas
choral, dulci hodie magnum coventry bleak infant miserere deum sanctus alleluia veni magnificat agnus ding kyrie missa holly psalm mass salve
choro, lamentos valsa carinhoso chorinho chorando batuque luiza feiti baiana prel tico saudades noites branca conversa homenagem frevo samba vivendo saudade
christelijk, jezus wees heer groot vader mijn vrede onze dank heilig blijf liefde zijn hoor komt daar koning grote stil psalm
christian a cappella, nearer savior worthy thou lord's praise grace blessed hark mighty holy lord glory amazing jesus sing shall hallelujah well hear
christian afrobeat, grace jesus thank holy
christian alternative rock, performance majesty jesus lead holy lift savior grace faithful salvation greater glory glorious draw hallelujah hark revival arise unto yours
christian hardcore, truth second hope stand
christian hip hop, grace blessings church okay pray glow kingdom level forgive faith crown made jesus work glory alright blessed god's block focus
christian indie, holy grace psalm glory mercy carry jesus amazing hope peace
christian metal, kingdom awakening holy carry stand hell killing jesus evil truth fear battle through spirit rise return beyond power eyes wake
christian music, performance forgiven redeemer faithful maker jesus lift grace holy lead worthy savior unto majesty emmanuel greater fill glory exalted revival
christian pop, greater holy jesus kingdom grace found yours alive surrender praise glory closer angels psalm hope lift loved even safe father
christian power metal, kingdom final
christian punk, jesus these hope
christian rock, breaking alive rest wake promise carry holy burn save jesus hope rise fight fear stand won't through eyes without hear
christian trap, okay grace church pray zone pressure alright god's made wait work blessed faith different pull enough alive been lord shine
christian uplift, psalm praise hope holy jesus
christlicher rap, nicht mein alles
chutney, soca gyal wine carnival
circuit, tribal drums extended sexy musica freak everybody baila ritmo jump groove work club rhythm shake drop disco move touch beat
classic arab pop, leil alby habib mawal meen enta mesh donia ahla youm albi elli habibi leila wallah lamma hawa wala hala yama
classic australian country, there's lonesome ballad
classic bangla pop, tumi keno amay mone bondhu jodi moner akash tomar abar tomari tomake tomay chokher jibon pakhi premer emon shudhu shono
classic belgian pop, laat zonder voor leven waar mijn alleen niet wereld liefde weet geef meisje niets iedereen moeder voel droom eenzaam zomer
classic bhangra, boliyan nachdi balle mitran punjabi dhol nach teri pyar tere yaar aaja mere tera ishq mera meri main
classic bollywood, mujhe kuchh kisi phoolon dekho raat jeevan kabhi ankhon maine mausam mere tumne suno dekh duniya kahan mohabbat phir chand
classic cantopop, medley opening overture
classic city pop, tokyo remaster rainy version single album birthday moonlight overture kiss melody september dear stardust rainbow shining precious smile sunset endless
classic colombian pop, pueblito dicha limosna rosario dolor ilusi cenizas desenga plegaria consejo desvelo collar anhelo solitario trago madrigal negrita traici mosaico noches
classic country pop, mansion thinks farther rugged bobby he's today wouldn't somebody's honky there's tennessee help baby's softly loving guess took didn't then
classic czech pop, jsem vzpom bych jsou jednou chci dlouh jako zlat bude echno prvn jsme holka mnou cesta dnes tebou srdce nebe
classic danish pop, hvad rlighed hvor sidste hvis hjerte lille noget hvorfor hvem mand elsker ikke skal gamle hjem godt farvel verden julen
classic disco polo, dziewczyna ciebie kocham tylko powiedz kocha jeste oczy serce zawsze jest mnie gdzie taka moja dzisiaj lubi ycie wiat chod
classic dubstep, bass future dirty untitled sound
classic dutch pop, waarom mooie zolang leven mijn weer bent liefde kijk ogen oude geef eens niet elke meisje alleen verliefd vanavond laat
classic female blues, papa daddy lonesome nobody he's
classic finnish pop, vain rakkauden kuin niin tule yksin kaunis pieni ilta vanha viimeinen kerran kaksi muistojen olet onnen tuuli laulu sinun kaikki
classic finnish rock, laulu vanha pikku kaikki balladi pieni olen vain mies kaunis inen niin suuri rakkauden nuori poika paha viimeinen tahdon aamu
classic french pop, toutes l'amour vivre quand fille chante fais rendez qu'est femme homme tait tout suis c'est l'enfant elle comme nuit j'ai
classic garage rock, louie gloria gonna really introduction sometimes help gotta people pretty much looking talk
classic greek pop, einai tragoudi agapi giati apopse kane otan nihta koritsi matia agapo agapas thelo stin pote erota proti fotia tipota eisai
classic greek rock, horis tipota stin thelo tragoudi ston otan kati pote agapi einai tora mono mera
classic hardstyle, edit bass kick sound acid alive beat power future fuck drop follow fight rise play
classic house, acid club jack disco work rise sound move beat everybody change
classic hungarian pop, csak szerelem volt gyere minden kell nekem vagy lesz mindig veled egyszer boldog vagyok nagy fekete nincs kicsi soha utols
classic hungarian rock, szerelem fekete nagy volt nekem utols minden csak nincs lesz kell vagy most
classic icelandic pop, ekki heim fram eins veit allt saga stin asta bara gamla mamma gott mitt dans
classic indo pop, mengapa jangan ingin biarkan bunga masih tiada cinta rindu hati untukmu untuk kasih hanya kisah biarlah malam cintaku kenangan senandung
classic indonesian rock, kembali dunia ingin gadis cinta hanya satu selamat bunga jangan anak bukan lagu yang
classic iskelma, rakkauden vain ilta kuin niin kaunis pieni muistojen yksin kerran tule kaksi onnen viimeinen pikku tuuli vanha kuinka rakkaus miksi
classic israeli pop, shir bonus
classic italian folk pop, chitarra cuore vola vecchio valzer reginella vecchia amore voglio l'amore occhi dolce ricordi fiori amici balla bacio angelo amico sotto
classic italian pop, l'amore ragazzo uomo voglio giorno sono stasera domani perch cuore ragazza amore canzone piccola oggi questo senza dimmi storia notte
classic j-pop, album version melody kiss precious tokyo dear merry tomorrow acoustic secret introduction winter days close
classic k-pop, missing tonight
classic kollywood, chinna unnai naan enna kadhal amma raja
classic korean pop, spring street
classic malaysian pop, joget cahaya mencari tiada cinta jangan selamat dalam hanya gadis menanti mengapa usah antara malam kenangan kasih senandung engkau suara
classic mandopop, crying medley kiss
classic nepali pop, timro timi mero malai maya kati phool jeevan aaja kaha suna pani raat mann yaad meri
classic norwegian pop, deilig rlighet aldri skal siste gamle igjen gammel rste lille ikke sangen syng vise veit natt liten glade bare store
classic nz pop, tears there's
classic opm, bakit ikaw kahit kung hanggang paano hindi mahal ibig isang huwag awit walang nang sana langit alam kaya wala sabi
classic pakistani pop, kabhi zindagi nahin mahi kisi gaya zara jadon sajna mujhe aankhon tere husn teri mujh ishq gham mere meri wafa
classic persian pop, gole eshghe eshgh delam shab dele avaz safar yare tanha baran hasrat kash shah bahar mara mano salam medley introduction
